일자,요일,도로명,링크아이디,검지기아이디,지점명,방향,시점명,종점명,00시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2021-01-01,금,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,87,57,53,21,16,10,26,45,91,106,164,205,266,364,387,435,473,453,408,367,284,200,138,111
2021-01-02,토,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,69,26,23,14,7,9,27,55,107,144,263,378,418,489,514,579,522,546,518,427,303,249,205,91
2021-01-03,일,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,63,43,29,11,10,12,13,44,70,93,193,284,378,367,418,497,497,458,416,330,280,209,144,80
2021-01-04,월,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,50,34,22,12,18,26,74,224,506,654,401,296,358,391,395,424,410,455,592,534,423,288,187,113
2021-01-05,화,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,76,35,16,10,12,24,63,181,488,663,394,340,383,447,427,435,421,469,534,610,458,335,253,121
2021-01-06,수,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,74,43,24,10,12,25,52,171,474,669,414,338,351,431,430,402,424,437,572,513,309,115,111,96
2021-01-07,목,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,1,3,7,4,5,21,72,139,393,509,363,243,244,295,296,352,346,373,449,482,325,206,192,94
2021-01-08,금,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,48,36,18,14,8,17,69,154,429,616,377,322,414,425,438,411,484,508,568,623,450,288,246,124
2021-01-09,토,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,67,30,24,23,10,16,26,57,114,185,321,428,558,563,642,624,600,548,519,526,393,320,268,101
2021-01-10,일,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,79,42,23,17,13,12,17,34,59,88,174,285,376,418,459,464,466,419,359,351,315,245,175,115
2021-01-11,월,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,88,28,31,11,14,22,77,225,531,673,414,373,393,438,444,432,437,494,522,638,456,343,298,115
2021-01-12,화,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,66,49,24,16,17,13,78,149,441,614,430,383,408,646,432,510,235,379,426,456,295,175,172,75
2021-01-13,수,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,61,29,27,12,11,18,59,167,449,605,422,362,373,378,398,429,479,485,585,630,427,340,274,133
2021-01-14,목,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,68,39,25,20,13,24,68,180,498,662,438,393,413,457,492,456,449,475,524,599,410,305,272,144
2021-01-15,금,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,76,36,31,8,13,15,53,196,494,659,424,369,418,454,453,434,482,583,645,632,500,324,268,134
2021-01-16,토,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,90,58,32,22,11,19,26,78,146,227,334,485,527,595,612,645,637,585,488,487,350,238,200,96
2021-01-17,일,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,77,31,34,13,19,12,17,44,67,105,194,237,323,479,477,525,375,412,258,263,206,187,90,43
2021-01-18,월,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,55,33,22,10,11,14,60,187,452,587,394,382,367,378,388,465,420,441,542,596,413,330,290,94
2021-01-19,화,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,75,32,16,6,16,13,56,174,471,721,476,338,397,402,434,417,490,515,533,603,438,306,366,129
2021-01-20,수,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,63,42,25,11,15,22,58,171,462,688,462,433,445,429,496,458,542,506,550,598,439,307,344,93
2021-01-21,목,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,62,38,26,18,18,26,57,188,502,755,507,445,413,461,433,447,543,520,595,618,409,326,390,120
2021-01-22,금,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,63,38,16,5,13,20,63,161,471,702,467,413,436,490,550,491,485,609,667,684,460,389,351,129
2021-01-23,토,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,88,51,38,16,10,19,32,65,155,252,344,496,634,665,678,653,654,598,610,487,438,333,272,129
2021-01-24,일,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,75,43,38,9,10,12,17,48,80,96,217,293,328,351,457,330,341,551,484,440,308,233,232,103
2021-01-25,월,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,70,23,16,15,13,26,74,205,488,694,455,424,394,444,464,423,507,467,569,618,440,331,348,123
2021-01-26,화,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,69,38,17,19,16,13,62,169,492,698,542,428,433,420,452,492,475,457,579,573,418,342,347,119
2021-01-27,수,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,72,40,20,11,21,19,56,183,458,769,478,413,474,476,462,480,500,589,641,644,418,355,390,98
2021-01-28,목,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,83,35,22,16,11,26,65,187,494,740,446,308,336,376,387,466,473,516,616,613,409,330,336,132
2021-01-29,금,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,64,36,31,14,14,16,43,189,479,710,479,416,514,507,491,523,580,604,659,690,484,400,362,140
2021-01-30,토,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,98,43,34,19,14,17,37,70,147,246,350,497,525,609,658,676,598,609,578,562,388,301,271,115
2021-01-31,일,테크노파크로,1640137900,SDTRVCT00100001,한국생산기술연구원 맞은편,상행,한국생산기술연구원앞,미추홀타워입구,72,46,30,25,9,14,23,52,98,143,236,368,499,515,521,543,601,517,484,487,307,198,223,99
2021-01-01,금,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,212,198,121,71,49,47,104,182,230,383,408,493,655,793,762,845,910,926,842,676,520,495,388,272
2021-01-02,토,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,175,117,70,41,29,50,98,188,317,524,622,854,955,1003,1064,1170,1171,1199,1079,892,740,667,508,323
2021-01-03,일,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,222,123,84,52,33,41,81,139,206,313,464,643,782,866,960,1022,1024,1059,940,752,573,549,428,236
2021-01-04,월,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,170,100,52,34,42,86,316,805,1243,1302,1079,914,889,927,956,1021,1070,1304,1477,1431,884,663,463,304
2021-01-05,화,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,178,116,61,36,47,64,255,675,1196,1332,1185,964,958,981,950,997,1038,1281,1515,1465,916,740,553,304
2021-01-06,수,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,165,116,80,38,48,59,205,721,1150,1387,1148,1026,948,952,1028,1016,1112,1287,1500,1035,667,540,375,224
2021-01-07,목,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,145,93,43,46,36,59,234,658,949,909,862,738,654,686,711,719,812,1040,1102,1175,732,548,474,240
2021-01-08,금,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,111,103,57,36,42,53,207,716,1123,1169,1021,932,881,859,967,895,1073,1244,1471,1327,894,732,527,271
2021-01-09,토,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,180,134,99,58,40,56,169,297,458,701,894,977,1069,1077,1085,1116,1235,1276,1160,998,747,770,544,332
2021-01-10,일,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,218,118,70,57,33,48,77,141,183,322,415,565,670,765,818,873,892,902,752,645,532,485,414,239
2021-01-11,월,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,131,83,42,32,41,88,312,791,1249,1285,1147,996,953,900,987,960,1100,1276,1526,1532,1002,876,616,338
2021-01-12,화,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,187,115,49,44,42,74,225,683,1091,1191,1117,975,999,977,973,952,1055,1204,1220,1077,610,529,432,238
2021-01-13,수,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,157,117,41,35,28,71,176,623,1110,1258,1120,911,935,939,1007,1021,1183,1350,1579,1474,874,767,665,305
2021-01-14,목,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,184,115,53,49,35,68,211,684,1188,1285,1239,1047,1011,1026,1053,1079,1163,1382,1557,1389,897,796,621,320
2021-01-15,금,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,201,127,78,48,42,72,222,707,1198,1310,1159,1022,1078,1035,1121,1111,1272,1512,1585,1413,976,813,702,365
2021-01-16,토,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,233,170,91,59,62,63,129,258,499,830,881,1056,1120,1129,1149,1177,1243,1292,1192,966,752,674,552,339
2021-01-17,일,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,219,140,94,46,37,34,60,125,181,317,495,572,807,881,1005,904,878,885,582,583,482,458,263,95
2021-01-18,월,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,110,62,51,40,26,85,295,736,1101,1111,1099,968,868,892,910,985,1058,1242,1478,1430,819,669,554,283
2021-01-19,화,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,166,102,68,45,44,62,235,683,1113,1247,1215,1034,1009,886,1002,1014,1153,1374,1475,1552,916,745,708,345
2021-01-20,수,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,193,141,70,48,45,66,232,691,1127,1300,1330,1036,1044,1012,1057,1077,1250,1447,1582,1473,907,806,681,249
2021-01-21,목,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,147,108,69,52,38,75,242,656,1232,1264,1275,1074,1095,948,1028,1140,1230,1298,1484,1477,879,747,717,338
2021-01-22,금,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,201,127,72,52,42,80,217,656,1139,1224,1246,1046,1056,1038,1075,1061,1258,1488,1639,1490,1015,772,826,424
2021-01-23,토,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,246,147,116,53,55,60,141,338,512,812,1024,1042,1128,1227,1262,714,310,319,323,1036,880,742,670,362
2021-01-24,일,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,248,165,81,58,38,27,67,163,191,374,571,684,633,784,806,667,780,881,315,844,628,603,522,298
2021-01-25,월,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,188,101,59,46,46,126,304,761,1159,1356,1253,1057,1012,1019,1112,594,1059,1197,1240,1193,796,682,557,294
2021-01-26,화,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,183,121,70,47,40,64,192,523,845,980,970,771,1052,1028,1062,1026,1226,1370,1537,1619,972,812,669,369
2021-01-27,수,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,206,118,69,38,43,65,218,675,1194,1440,1201,1074,1142,1010,1072,1100,1321,1505,1572,1500,860,833,722,369
2021-01-28,목,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,215,156,61,53,36,69,206,669,1131,1335,970,887,864,841,954,970,1155,856,1489,1469,893,795,717,398
2021-01-29,금,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,185,122,70,46,40,64,193,533,868,1009,65,1029,1092,977,1016,1137,1299,1465,1583,1470,953,818,747,388
2021-01-30,토,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,258,181,88,58,57,52,164,305,472,799,954,1052,1150,1124,1191,1278,1214,1306,1297,1144,834,799,661,412
2021-01-31,일,아트센터대로,1640100500,SDTRVCT00100002,커낼워크 D4 오피스텔 맞은편,상행,커넬워크가을동앞,커넬워크겨울동앞,239,165,96,60,54,44,76,157,230,449,620,834,970,1034,1093,1053,1175,1059,1092,610,652,505,462,299
2021-01-01,금,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,232,144,112,63,42,32,49,106,206,270,264,316,427,585,688,764,918,876,787,616,501,496,399,246
2021-01-02,토,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,131,75,49,39,35,26,128,206,253,386,569,626,769,918,1002,1103,1092,1130,946,821,657,529,428,275
2021-01-03,일,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,179,117,72,48,31,36,104,151,160,274,400,449,601,698,834,947,913,879,770,644,515,472,391,242
2021-01-04,월,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,175,90,33,49,40,78,343,742,1233,1570,887,632,701,720,800,837,798,904,1124,1268,1094,719,515,354
2021-01-05,화,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,215,93,54,48,48,85,363,751,1162,1621,901,720,755,856,770,839,830,920,1031,1251,1102,818,671,336
2021-01-06,수,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,206,102,58,59,46,93,326,813,1139,1674,933,745,747,837,823,855,812,912,1104,875,801,713,590,464
2021-01-07,목,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,197,106,50,50,47,69,179,592,1010,1119,698,524,466,569,592,612,646,743,923,972,820,629,547,299
2021-01-08,금,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,164,74,57,47,56,70,176,612,1108,1433,835,675,681,711,790,796,846,917,1105,1220,1043,851,634,407
2021-01-09,토,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,225,100,66,55,46,65,191,500,400,539,725,718,852,912,1077,1039,1136,996,988,918,669,558,487,277
2021-01-10,일,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,179,115,55,38,34,43,111,201,161,226,309,392,457,604,660,726,756,739,677,562,516,466,373,231
2021-01-11,월,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,133,75,43,36,52,75,372,861,1180,1615,966,758,750,759,791,924,885,940,1123,1317,1172,904,714,399
2021-01-12,화,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,227,121,52,42,51,88,332,797,1037,1467,906,783,708,1008,851,794,1047,935,987,1078,829,648,494,279
2021-01-13,수,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,159,65,40,46,45,65,271,671,1082,1466,977,698,694,810,873,851,887,957,1116,1316,1036,825,684,392
2021-01-14,목,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,212,101,67,46,59,74,332,822,1192,1548,908,840,784,841,969,909,817,1030,1113,1247,1128,884,735,424
2021-01-15,금,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,207,113,80,71,59,89,333,753,1160,1537,960,792,756,879,988,944,890,1045,1174,1259,1099,905,819,432
2021-01-16,토,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,273,138,103,73,49,73,269,586,432,537,781,793,941,1006,1145,1106,1188,1080,979,895,799,546,511,324
2021-01-17,일,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,181,114,68,50,43,41,127,178,177,265,434,457,589,804,928,887,789,779,554,499,413,387,236,89
2021-01-18,월,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,116,71,38,40,49,68,320,718,1164,1400,809,693,633,738,804,824,821,901,1099,1209,958,768,720,354
2021-01-19,화,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,186,85,76,55,47,76,324,821,1084,1569,931,757,718,780,862,883,820,943,1075,1256,1111,835,852,411
2021-01-20,수,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,217,119,61,50,58,95,350,708,1004,1621,1019,750,830,892,991,955,992,935,1037,1201,1157,883,782,377
2021-01-21,목,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,131,120,75,60,49,96,329,768,1041,1388,961,840,769,866,896,809,904,965,953,1183,1018,808,805,413
2021-01-22,금,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,208,112,75,55,40,90,291,701,1163,1460,957,772,822,892,937,888,996,1056,1120,1250,1131,868,879,505
2021-01-23,토,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,245,160,84,69,49,68,252,561,503,635,772,832,880,1120,1169,1201,1202,1224,1107,1016,881,630,610,350
2021-01-24,일,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,208,120,76,32,36,35,100,198,159,203,371,412,524,741,802,756,684,1021,869,760,607,586,500,304
2021-01-25,월,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,155,66,45,49,61,69,325,768,1231,1637,1006,818,819,891,957,926,903,1045,1179,1332,1119,897,790,407
2021-01-26,화,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,202,106,63,77,57,74,307,749,1146,1577,898,811,746,902,956,881,892,986,1087,1332,1040,892,827,397
2021-01-27,수,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,191,121,60,56,61,76,356,730,1130,1699,980,801,801,906,995,854,842,1042,1139,1287,1043,907,855,467
2021-01-28,목,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,236,144,84,47,62,74,322,708,1162,1506,949,626,658,789,841,826,792,936,1112,1258,931,791,738,398
2021-01-29,금,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,189,107,74,51,45,65,326,683,1074,1585,937,759,819,877,932,1014,925,1052,1196,1312,1086,923,839,433
2021-01-30,토,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,273,140,102,65,48,57,274,562,458,603,777,861,841,1066,1139,1197,1143,1098,1063,1008,893,589,628,353
2021-01-31,일,아트센터대로,1640099900,SDTRVCT00100003,커낼워크 D4 오피스텔,하행,커넬워크겨울동앞,커넬워크가을동앞,201,132,73,54,47,33,136,227,195,352,541,609,762,897,1053,1102,1108,1081,962,801,590,369,510,305
2021-01-01,금,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,170,123,88,40,28,42,53,101,275,210,201,244,335,435,472,595,681,753,725,537,467,426,344,230
2021-01-02,토,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,147,60,42,38,15,32,79,120,176,302,488,620,583,711,761,842,907,929,785,689,655,517,378,228
2021-01-03,일,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,140,95,51,31,32,35,66,133,134,198,306,395,473,507,563,684,735,768,634,590,458,392,317,179
2021-01-04,월,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,114,70,34,17,29,47,178,441,600,1127,579,491,594,650,598,600,589,660,746,888,692,472,264,198
2021-01-05,화,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,151,72,39,32,37,57,174,424,552,1118,664,660,493,624,647,634,661,651,729,911,766,580,408,190
2021-01-06,수,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,145,92,50,35,31,63,169,429,542,1195,756,667,527,632,682,670,582,548,784,588,504,319,270,174
2021-01-07,목,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,131,88,34,21,37,49,134,310,492,821,492,459,395,463,472,490,530,576,622,703,618,485,325,181
2021-01-08,금,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,107,72,37,34,22,50,138,344,557,1073,676,614,529,603,657,641,666,688,797,894,788,596,479,266
2021-01-09,토,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,122,97,45,40,28,51,118,239,201,342,564,633,662,739,809,912,868,873,792,840,659,582,454,235
2021-01-10,일,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,126,88,54,46,28,41,86,150,135,211,248,331,368,466,505,576,603,534,584,547,466,484,330,157
2021-01-11,월,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,106,53,33,18,28,53,173,434,601,1079,603,534,541,698,666,740,681,657,748,843,773,611,479,216
2021-01-12,화,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,150,92,44,34,25,55,174,402,496,938,566,578,530,1519,618,1009,305,600,638,684,500,507,336,169
2021-01-13,수,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,91,48,34,20,23,43,154,398,561,1033,573,542,530,582,646,683,630,686,767,924,729,568,414,218
2021-01-14,목,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,118,91,49,27,38,67,188,457,537,1072,626,688,537,651,669,660,661,739,781,873,765,600,471,227
2021-01-15,금,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,143,101,55,22,37,60,206,450,585,1024,605,603,565,690,760,713,655,758,830,956,792,586,499,280
2021-01-16,토,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,158,119,67,50,42,59,147,331,242,354,551,719,712,789,707,790,889,851,798,673,635,502,417,218
2021-01-17,일,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,185,109,55,33,34,38,56,113,149,244,441,444,443,544,641,679,528,611,415,392,339,335,209,64
2021-01-18,월,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,96,53,20,25,25,55,171,391,613,925,535,532,507,616,612,614,626,633,711,822,649,501,444,201
2021-01-19,화,컨벤시아대로,1640107600,SDTRVCT00100004,투모로우시티 앞,하행,롯데마트송도점,인천대입구역사거리,118,79,53,30,35,52,164,465,553,1194,804,755,451,614,643,654,697,741,690,875,738,554,540,258
