일자,요일,도로명,링크아이디,검지기아이디,지점명,방향,시점명,종점명,00시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2021-02-22,월,인천타워대로,1640114900,SDTRVCT00100010,송도 애니파크 앞,상행,KDB산업은행앞,지식정보단지역BS앞,106,43,23,22,13,32,110,300,627,875,588,460,460,466,438,483,486,547,659,750,520,384,318,235
2021-02-23,화,인천타워대로,1640114900,SDTRVCT00100010,송도 애니파크 앞,상행,KDB산업은행앞,지식정보단지역BS앞,90,56,31,35,15,28,99,306,675,962,566,494,501,542,522,518,537,548,643,691,552,378,336,240
2021-02-24,수,인천타워대로,1640114900,SDTRVCT00100010,송도 애니파크 앞,상행,KDB산업은행앞,지식정보단지역BS앞,109,66,26,25,25,30,85,292,571,967,541,477,509,592,508,509,522,591,647,713,600,390,204,203
2021-02-25,목,인천타워대로,1640114900,SDTRVCT00100010,송도 애니파크 앞,상행,KDB산업은행앞,지식정보단지역BS앞,114,26,25,24,20,29,110,293,583,973,616,513,516,553,526,513,537,577,649,727,556,375,361,244
2021-02-26,금,인천타워대로,1640114900,SDTRVCT00100010,송도 애니파크 앞,상행,KDB산업은행앞,지식정보단지역BS앞,103,68,33,25,14,34,103,301,568,968,561,526,516,573,533,598,548,667,721,760,690,459,372,259
2021-02-27,토,인천타워대로,1640114900,SDTRVCT00100010,송도 애니파크 앞,상행,KDB산업은행앞,지식정보단지역BS앞,124,56,43,19,14,25,74,183,168,269,395,453,563,591,618,586,597,623,558,550,497,414,326,173
2021-02-28,일,인천타워대로,1640114900,SDTRVCT00100010,송도 애니파크 앞,상행,KDB산업은행앞,지식정보단지역BS앞,105,53,31,28,15,28,52,112,120,203,218,276,356,429,459,457,476,428,413,372,212,254,224,153
2021-02-01,월,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,24,9,3,4,3,4,38,60,95,164,98,88,110,98,103,109,118,129,218,306,208,109,85,50
2021-02-02,화,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,17,17,2,3,8,2,42,80,108,199,143,134,113,130,119,129,138,139,216,291,211,115,101,59
2021-02-03,수,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,29,11,3,4,7,10,47,83,125,191,105,108,127,115,139,127,172,155,246,294,98,112,62,51
2021-02-04,목,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,26,16,5,7,6,3,23,80,134,150,118,100,118,90,127,111,105,121,196,291,197,98,95,55
2021-02-05,금,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,20,15,8,4,9,13,42,87,132,211,102,134,142,141,146,131,148,165,232,311,219,140,120,56
2021-02-06,토,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,31,12,8,5,3,7,38,55,72,99,80,99,124,125,111,147,155,162,133,114,48,72,76,45
2021-02-07,일,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,20,18,5,11,5,5,21,35,50,68,69,65,83,77,105,103,114,119,97,83,85,81,59,47
2021-02-08,월,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,22,7,4,5,3,4,46,73,146,195,134,154,163,138,148,151,170,187,219,320,215,143,94,40
2021-02-09,화,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,22,8,6,6,4,11,29,71,123,200,136,117,120,137,130,130,143,114,233,292,180,132,107,58
2021-02-10,수,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,33,6,4,3,1,4,34,56,99,158,133,78,102,110,109,134,170,207,271,239,176,102,86,48
2021-02-11,목,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,29,16,5,2,2,1,21,20,36,46,48,40,61,70,82,66,86,95,82,78,53,57,61,32
2021-02-12,금,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,17,6,6,5,1,1,17,14,28,43,35,36,56,66,77,65,97,91,68,62,44,35,60,39
2021-02-13,토,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,23,3,8,1,2,1,10,15,20,41,25,31,57,53,90,102,107,136,129,86,84,81,58,42
2021-02-14,일,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,14,12,10,6,4,4,16,25,36,42,28,39,59,70,90,83,81,85,87,82,69,82,63,32
2021-02-15,월,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,26,14,4,1,5,3,34,72,97,171,89,91,94,95,108,110,150,119,232,271,119,115,77,53
2021-02-16,화,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,26,13,5,5,7,5,53,87,123,211,129,103,98,107,138,126,107,98,208,306,188,108,68,65
2021-02-17,수,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,25,14,3,2,1,13,41,75,115,188,127,102,136,92,139,142,127,124,220,314,203,113,85,59
2021-02-18,목,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,39,12,5,7,1,8,38,53,114,232,125,128,139,109,127,132,126,122,210,298,114,122,95,53
2021-02-19,금,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,23,13,6,4,4,7,41,65,112,193,120,112,113,131,154,131,146,176,230,302,199,123,77,58
2021-02-20,토,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,42,14,8,10,10,5,91,59,75,87,111,112,119,141,159,158,122,147,159,103,88,89,76,54
2021-02-21,일,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,19,19,6,6,5,6,18,35,46,44,50,67,73,111,109,110,122,98,130,94,47,65,74,36
2021-02-22,월,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,24,8,6,13,2,8,28,86,119,200,116,112,112,106,120,132,126,130,231,308,176,118,80,57
2021-02-23,화,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,24,6,7,3,4,10,29,56,127,194,114,121,138,135,119,130,121,144,220,264,205,137,85,56
2021-02-24,수,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,24,16,9,3,6,14,52,80,124,222,142,102,117,120,114,130,137,143,239,285,214,128,43,39
2021-02-25,목,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,13,1,2,15,7,6,135,96,111,223,118,105,123,110,137,105,147,129,232,291,191,136,98,67
2021-02-26,금,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,38,13,7,10,5,7,30,70,110,182,104,92,111,96,141,121,131,162,239,304,181,128,102,55
2021-02-27,토,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,27,21,5,3,4,3,19,48,69,79,61,70,105,120,142,126,135,156,163,122,73,96,45,39
2021-02-28,일,첨단대로,1650253100,SDTRVCT00100011,삼성바이오로직스,상행,송도동211-1,삼성바이오로직스,30,16,3,10,12,14,20,54,71,68,61,70,64,80,97,101,134,124,111,83,42,69,52,32
2021-02-01,월,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,75,46,32,14,20,26,79,261,632,823,492,388,386,368,404,390,528,566,723,890,611,410,436,153
2021-02-02,화,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,115,41,27,16,13,20,53,275,610,930,511,448,452,462,434,438,536,614,735,865,705,492,407,193
2021-02-03,수,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,117,65,30,14,9,22,52,257,575,846,494,439,411,467,418,421,509,641,788,869,300,427,345,133
2021-02-04,목,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,108,6,22,18,12,19,60,294,555,770,545,378,352,434,432,447,531,585,742,844,589,448,454,182
2021-02-05,금,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,118,59,26,22,12,32,79,283,622,873,506,401,413,462,489,476,529,599,849,950,666,489,470,218
2021-02-06,토,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,127,67,30,24,23,16,49,149,204,216,279,336,452,458,451,496,478,515,525,475,373,250,293,183
2021-02-07,일,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,106,73,31,30,14,14,38,117,119,135,175,213,293,348,346,392,424,528,416,423,358,319,222,120
2021-02-08,월,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,81,39,19,15,15,23,58,276,599,942,521,432,446,501,500,571,647,676,758,884,671,508,447,190
2021-02-09,화,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,120,57,26,18,17,29,72,273,628,977,543,493,452,509,543,522,645,614,718,898,517,556,476,231
2021-02-10,수,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,135,76,37,28,14,21,67,227,549,803,520,518,432,600,481,542,630,765,854,856,615,439,380,224
2021-02-11,목,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,114,80,37,20,23,17,48,82,150,139,184,267,312,303,314,305,389,398,364,388,296,238,204,128
2021-02-12,금,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,80,55,26,14,9,8,33,50,116,129,143,150,189,224,250,244,299,284,317,270,190,138,200,137
2021-02-13,토,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,82,50,26,11,7,4,29,42,94,91,130,194,204,294,329,411,413,482,441,362,334,299,248,135
2021-02-14,일,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,82,60,33,24,11,12,24,56,115,114,132,185,225,284,367,348,360,351,335,348,330,226,211,157
2021-02-15,월,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,75,40,30,19,20,34,61,235,607,764,469,426,350,409,439,448,547,631,687,853,301,368,355,245
2021-02-16,화,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,123,60,27,16,19,35,67,256,648,922,487,409,372,417,393,408,490,541,730,896,638,444,416,261
2021-02-17,수,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,131,72,27,12,17,35,59,260,641,956,528,449,410,466,423,525,550,639,706,922,672,411,389,258
2021-02-18,목,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,124,69,26,19,16,30,65,276,612,957,543,453,402,445,454,483,540,625,700,865,396,482,399,255
2021-02-19,금,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,135,78,31,31,15,26,66,253,601,913,553,431,440,447,499,515,575,649,837,937,748,481,418,316
2021-02-20,토,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,140,88,46,29,18,30,50,175,191,225,326,391,436,468,548,517,535,654,495,485,458,420,296,202
2021-02-21,일,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,136,62,36,23,20,28,43,119,115,143,221,239,269,350,371,392,434,456,425,384,248,240,222,156
2021-02-22,월,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,110,68,33,27,13,47,78,321,642,885,474,442,373,392,421,449,519,599,729,922,658,446,352,278
2021-02-23,화,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,129,64,26,34,14,30,77,253,648,902,486,457,394,451,467,471,579,583,736,840,591,437,367,261
2021-02-24,수,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,144,77,36,29,20,37,60,286,592,901,509,428,422,462,465,474,534,621,755,916,647,449,157,190
2021-02-25,목,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,92,29,13,26,19,33,85,314,604,897,515,451,460,456,447,470,496,529,772,939,665,439,408,291
2021-02-26,금,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,144,75,29,30,12,29,62,264,588,915,491,438,438,494,512,496,523,655,795,918,739,488,365,274
2021-02-27,토,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,188,71,43,24,17,29,44,154,184,230,309,355,447,441,531,490,569,556,538,517,457,340,336,198
2021-02-28,일,첨단대로,1650248000,SDTRVCT00100012,BRC연구소,하행,인천타워대로-7,송도더샵그린스퀘어,119,81,40,29,25,17,37,84,131,158,209,227,260,335,396,379,428,405,360,358,175,246,238,150
2021-02-01,월,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,87,36,35,23,29,27,147,336,772,1115,755,560,635,586,593,585,585,603,641,876,600,400,295,135
2021-02-02,화,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,80,51,25,15,25,22,134,304,753,1120,809,650,776,783,701,645,725,706,710,834,611,421,337,125
2021-02-03,수,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,108,40,31,14,16,32,129,323,788,1184,785,663,677,767,679,610,692,666,741,785,336,338,232,89
2021-02-04,목,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,91,47,36,12,24,41,135,395,763,1087,980,816,899,845,821,702,784,794,837,908,650,429,360,134
2021-02-05,금,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,86,45,19,22,31,34,151,371,843,1270,880,695,811,810,833,816,907,873,934,1055,725,523,403,185
2021-02-06,토,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,125,55,23,20,19,22,99,159,230,354,575,716,869,971,1033,1052,1116,1053,870,813,510,307,292,158
2021-02-07,일,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,94,50,37,27,10,13,46,93,115,162,402,519,726,896,926,1050,1080,1009,898,733,524,313,227,125
2021-02-08,월,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,76,45,25,20,17,39,131,341,909,1292,961,752,839,876,899,854,880,872,892,975,690,424,330,144
2021-02-09,화,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,94,59,26,35,29,24,135,354,862,1332,914,794,909,900,833,821,899,818,826,925,558,479,351,183
2021-02-10,수,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,115,58,21,35,23,31,123,316,834,1221,844,722,777,936,875,867,943,998,933,969,650,483,379,183
2021-02-11,목,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,110,74,33,28,29,30,47,94,132,210,433,480,667,740,669,802,887,806,703,699,485,312,178,131
2021-02-12,금,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,89,34,20,22,8,11,43,56,78,131,187,264,463,551,649,709,754,733,625,502,346,135,185,132
2021-02-13,토,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,84,40,21,25,10,18,21,42,65,139,304,488,870,928,1016,1000,1028,947,940,737,578,386,240,130
2021-02-14,일,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,84,42,26,19,20,19,30,67,103,165,413,532,738,897,1114,1090,1063,1065,885,677,442,350,202,131
2021-02-15,월,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,78,40,26,36,23,30,142,350,907,1241,865,727,736,757,774,732,867,837,870,894,399,407,315,183
2021-02-16,화,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,111,49,29,23,25,28,137,321,874,1277,836,722,699,750,696,654,717,718,796,903,656,463,277,202
2021-02-17,수,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,117,45,24,22,28,26,130,298,853,1247,874,745,733,835,797,833,836,824,876,921,712,455,315,200
2021-02-18,목,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,147,60,25,26,28,24,134,331,858,1221,922,762,788,876,858,848,832,851,873,921,482,447,332,200
2021-02-19,금,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,114,63,35,33,25,21,130,330,828,1222,957,808,878,966,904,842,854,842,920,1008,803,513,390,240
2021-02-20,토,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,145,60,42,18,22,24,92,169,259,348,705,881,942,1064,1076,1148,1170,1086,983,766,650,478,332,210
2021-02-21,일,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,130,45,35,19,13,16,62,106,146,212,504,663,900,978,1039,1199,1140,1097,919,766,430,309,249,177
2021-02-22,월,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,90,43,24,21,24,29,156,370,887,1336,936,745,761,673,735,733,769,785,820,895,631,471,352,217
2021-02-23,화,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,95,56,36,18,27,21,142,324,890,1308,923,735,850,856,867,824,827,786,834,933,706,465,302,216
2021-02-24,수,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,117,51,36,23,27,28,136,308,882,1285,861,694,767,806,824,754,808,850,900,969,716,431,213,177
2021-02-25,목,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,95,22,12,24,27,40,147,340,831,1290,908,760,824,806,826,728,818,756,832,958,722,464,358,231
2021-02-26,금,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,133,43,35,31,16,35,141,331,794,1174,856,763,895,914,878,820,845,862,976,1020,792,515,416,255
2021-02-27,토,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,169,73,50,39,27,29,110,189,207,366,618,860,939,1063,1108,1132,1119,1178,1006,879,707,504,334,211
2021-02-28,일,송도과학로,1650253601,SDTRVCT00100013,현대프리미엄아울렛,하행,인천글로벌캠퍼스,송도과학로16번길종점,123,62,28,19,29,13,64,116,142,198,485,657,847,935,1040,920,1073,1210,989,833,331,405,300,204
2021-02-01,월,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,19,11,7,2,7,16,61,130,257,459,287,155,186,172,202,216,230,260,403,581,341,152,106,52
2021-02-02,화,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,29,14,9,7,6,13,75,105,259,404,296,199,207,191,214,221,229,265,389,599,323,189,127,37
2021-02-03,수,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,34,14,8,9,5,14,72,111,268,383,281,209,210,156,226,204,235,302,504,644,172,140,93,49
2021-02-04,목,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,32,18,8,5,19,12,68,116,221,329,337,234,222,214,226,181,259,316,409,504,314,152,101,60
2021-02-05,금,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,22,17,7,4,9,6,61,129,249,372,304,200,236,206,224,227,263,336,455,692,385,196,148,70
2021-02-06,토,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,42,32,12,9,7,9,43,77,104,122,153,177,199,238,305,355,323,335,276,231,118,77,90,52
2021-02-07,일,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,31,14,8,10,5,4,21,29,45,53,88,102,140,191,249,283,298,283,227,185,119,94,79,28
2021-02-08,월,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,27,18,10,2,8,12,74,124,284,401,304,198,202,203,235,226,304,263,434,603,385,179,121,75
2021-02-09,화,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,30,20,10,7,4,9,67,119,275,430,341,208,235,161,224,216,281,253,403,538,292,202,154,65
2021-02-10,수,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,40,18,15,5,7,7,65,83,251,406,293,218,213,252,223,262,314,346,587,653,326,139,114,59
2021-02-11,목,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,34,23,12,8,4,8,16,18,36,76,86,118,137,215,185,231,263,228,169,172,108,92,65,41
2021-02-12,금,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,23,14,13,4,2,3,10,21,27,47,49,70,102,132,170,190,202,168,160,127,82,60,85,45
2021-02-13,토,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,24,13,15,3,3,5,15,17,29,43,47,82,193,242,406,458,590,423,262,180,136,117,83,34
2021-02-14,일,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,27,22,8,3,3,5,11,15,28,47,90,125,170,215,286,351,309,259,214,145,105,88,73,49
2021-02-15,월,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,20,13,7,9,12,8,72,125,298,437,265,209,207,185,204,233,297,283,350,569,180,156,114,56
2021-02-16,화,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,28,22,11,9,11,7,69,122,265,450,277,188,182,173,173,186,209,235,392,568,318,161,95,66
2021-02-17,수,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,27,16,10,6,12,7,59,118,262,429,290,200,216,198,206,239,273,279,460,587,358,187,107,49
2021-02-18,목,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,32,17,9,5,9,6,62,126,292,461,350,219,222,208,180,210,273,232,402,578,214,160,126,70
2021-02-19,금,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,34,16,13,10,6,9,64,138,237,440,335,245,260,254,240,250,354,381,485,665,351,184,128,69
2021-02-20,토,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,42,17,24,6,9,8,45,78,85,151,197,180,238,296,369,417,472,362,310,228,183,115,95,72
2021-02-21,일,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,48,19,9,7,10,7,41,23,41,80,107,141,234,281,354,340,348,313,217,199,113,85,69,54
2021-02-22,월,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,25,14,8,7,8,10,82,148,290,488,337,229,219,207,250,230,265,294,407,563,341,179,107,80
2021-02-23,화,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,24,27,14,10,11,8,89,128,267,451,305,232,231,184,216,231,254,268,424,531,282,177,109,71
2021-02-24,수,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,35,21,6,10,10,12,80,124,269,435,311,186,222,192,223,251,252,265,506,616,323,179,77,70
2021-02-25,목,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,38,5,11,5,11,12,71,134,270,435,344,235,214,232,252,231,274,282,374,557,325,189,126,78
2021-02-26,금,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,49,23,12,6,7,10,51,125,258,444,273,199,242,245,246,249,309,322,528,722,382,186,123,103
2021-02-27,토,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,41,27,19,13,9,15,52,85,85,151,188,176,239,287,334,394,404,368,373,267,186,117,98,61
2021-02-28,일,송도과학로,1650257102,SDTRVCT00100014,연세대학교국제캠퍼스,상행,포스코글로벌R&D센터,송도과학로130번길시점,43,25,10,8,1,5,27,26,44,59,102,163,204,293,372,421,452,322,250,193,83,116,93,65
2021-02-01,월,송도바이오대로,1650257402,SDTRVCT00100015,제4교,하행,송도바이오대로2,포스코글로벌R&D센터,125,47,37,33,55,94,326,834,1386,2124,1138,728,739,728,797,821,797,879,1263,1694,1196,667,521,231
